WARNING:tensorflow:From /usr/local/lib/python3.8/dist-packages/tensorflow/python/compat/v2_compat.py:111: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
source_pan_data shape: (1296, 264, 264, 1)
gt_data shape: (1296, 264, 264, 4)
data shape: (1296, 264, 264, 5)
Epoches: 60, Batch_size: 10
Train images number 1296, Batches: 129.

Train set has been trimmed 6 samples...

2021-12-05 14:21:26.723503: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-12-05 14:21:27.220622: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 78874 MB memory:  -> device: 0, name: NVIDIA A100 80GB PCIe, pci bus id: 0000:27:00.0, compute capability: 8.0
out shape: (10, 66, 66, 4)
2021-12-05 14:21:30.664227: I tensorflow/stream_executor/cuda/cuda_dnn.cc:366] Loaded cuDNN version 8301
Epoch:1/60: step:100, lr:0.0018431431, loss:0.14726454, elapsed_time:0:00:08.962474

Epoch:2/60: step:200, lr:0.0016985885, loss:0.052435726, elapsed_time:0:00:13.324198

Epoch:3/60: step:300, lr:0.0015653707, loss:0.03399098, elapsed_time:0:00:17.590298

Epoch:4/60: step:400, lr:0.0014426013, loss:0.019880641, elapsed_time:0:00:21.743234

Epoch:4/60: step:500, lr:0.0013294602, loss:0.015980659, elapsed_time:0:00:25.296152

Epoch:5/60: step:600, lr:0.0012251928, loss:0.013219517, elapsed_time:0:00:29.730455

Epoch:6/60: step:700, lr:0.0011291028, loss:0.011894444, elapsed_time:0:00:34.047061

Epoch:7/60: step:800, lr:0.0010405491, loss:0.011786379, elapsed_time:0:00:38.466817

Epoch:7/60: step:900, lr:0.0009589404, loss:0.010130571, elapsed_time:0:00:41.664184

Epoch:8/60: step:1000, lr:0.0008837322, loss:0.011008746, elapsed_time:0:00:45.707702

Epoch:9/60: step:1100, lr:0.00081442244, loss:0.009333236, elapsed_time:0:00:50.456366

Epoch:10/60: step:1200, lr:0.0007505486, loss:0.009592266, elapsed_time:0:00:54.611022

Epoch:11/60: step:1300, lr:0.0006916842, loss:0.008246051, elapsed_time:0:00:58.879191

